period_date,region_code,region_name,treatment_code,treatment_name,specialty_group,part_type,waiting_list_size,pct_within_18wks,waiting_over_52wks
2019-01-01,Q71,NHS England London,C_100,General Surgery,Surgical,Part_2,55387,79.6432,155
2019-01-01,Q71,NHS England London,C_101,Urology,Surgical,Part_2,41783,87.5212,10
2019-01-01,Q71,NHS England London,C_110,Trauma & Orthopaedics,Surgical,Part_2,71354,80.6990,190
2019-01-01,Q71,NHS England London,C_120,Ear Nose & Throat,Surgical,Part_2,53138,81.2883,42
2019-01-01,Q71,NHS England London,C_130,Ophthalmology,Surgical,Part_2,70550,88.9483,39
2019-01-01,Q71,NHS England London,C_140,Oral Surgery,Surgical,Part_2,35114,82.5112,9
2019-01-01,Q71,NHS England London,C_150,Neurosurgery,Surgical,Part_2,9333,84.0244,4
2019-01-01,Q71,NHS England London,C_160,Plastic Surgery,Surgical,Part_2,8526,76.3312,13
2019-01-01,Q71,NHS England London,C_170,Cardiothoracic Surgery,Surgical,Part_2,2037,88.4143,0
2019-01-01,Q71,NHS England London,C_300,General Medicine,Medical,Part_2,5075,91.6650,0
2019-01-01,Q71,NHS England London,C_301,Gastroenterology,Medical,Part_2,41426,84.8573,5
2019-01-01,Q71,NHS England London,C_320,Cardiology,Medical,Part_2,42083,90.4522,1
2019-01-01,Q71,NHS England London,C_330,Dermatology,Medical,Part_2,40380,84.1010,2
2019-01-01,Q71,NHS England London,C_340,Thoracic Medicine,Medical,Part_2,22111,92.3296,1
2019-01-01,Q71,NHS England London,C_400,Neurology,Medical,Part_2,27936,86.0431,2
2019-01-01,Q71,NHS England London,C_410,Rheumatology,Medical,Part_2,16815,89.3785,0
2019-01-01,Q71,NHS England London,C_430,Geriatric Medicine,Medical,Part_2,3225,95.5349,0
2019-01-01,Q71,NHS England London,C_502,Gynaecology,Medical,Part_2,52766,85.7427,8
2019-01-01,Q71,NHS England London,X01,Other,Other,Part_2,228598,87.3914,132
2019-01-01,Y58,NHS England South East,C_100,General Surgery,Surgical,Part_2,58467,85.9339,19
2019-01-01,Y58,NHS England South East,C_101,Urology,Surgical,Part_2,37352,85.9338,64
2019-01-01,Y58,NHS England South East,C_110,Trauma & Orthopaedics,Surgical,Part_2,90112,82.5195,13
2019-01-01,Y58,NHS England South East,C_120,Ear Nose & Throat,Surgical,Part_2,45877,81.9016,9
2019-01-01,Y58,NHS England South East,C_130,Ophthalmology,Surgical,Part_2,73702,84.6761,11
2019-01-01,Y58,NHS England South East,C_140,Oral Surgery,Surgical,Part_2,25319,81.4369,44
2019-01-01,Y58,NHS England South East,C_150,Neurosurgery,Surgical,Part_2,2589,69.1773,1
2019-01-01,Y58,NHS England South East,C_160,Plastic Surgery,Surgical,Part_2,7906,80.9638,58
2019-01-01,Y58,NHS England South East,C_170,Cardiothoracic Surgery,Surgical,Part_2,713,88.4993,0
2019-01-01,Y58,NHS England South East,C_300,General Medicine,Medical,Part_2,4755,94.2587,0
2019-01-01,Y58,NHS England South East,C_301,Gastroenterology,Medical,Part_2,40826,85.2349,6
2019-01-01,Y58,NHS England South East,C_320,Cardiology,Medical,Part_2,27598,91.6588,3
2019-01-01,Y58,NHS England South East,C_330,Dermatology,Medical,Part_2,33457,88.3881,17
2019-01-01,Y58,NHS England South East,C_340,Thoracic Medicine,Medical,Part_2,12468,91.9634,0
2019-01-01,Y58,NHS England South East,C_400,Neurology,Medical,Part_2,19376,83.8873,0
2019-01-01,Y58,NHS England South East,C_410,Rheumatology,Medical,Part_2,12972,86.5942,2
2019-01-01,Y58,NHS England South East,C_430,Geriatric Medicine,Medical,Part_2,2488,95.4582,0
2019-01-01,Y58,NHS England South East,C_502,Gynaecology,Medical,Part_2,39505,84.8880,55
2019-01-01,Y58,NHS England South East,X01,Other,Other,Part_2,102766,88.6441,13
2019-01-01,Y59,NHS England South West,C_100,General Surgery,Surgical,Part_2,26207,83.7906,41
2019-01-01,Y59,NHS England South West,C_101,Urology,Surgical,Part_2,20809,84.9969,49
2019-01-01,Y59,NHS England South West,C_110,Trauma & Orthopaedics,Surgical,Part_2,49555,79.4915,230
2019-01-01,Y59,NHS England South West,C_120,Ear Nose & Throat,Surgical,Part_2,22360,86.5921,12
2019-01-01,Y59,NHS England South West,C_130,Ophthalmology,Surgical,Part_2,40282,83.4690,8
2019-01-01,Y59,NHS England South West,C_140,Oral Surgery,Surgical,Part_2,16927,83.0567,1
2019-01-01,Y59,NHS England South West,C_150,Neurosurgery,Surgical,Part_2,2209,68.6736,19
2019-01-01,Y59,NHS England South West,C_160,Plastic Surgery,Surgical,Part_2,5132,85.8535,12
2019-01-01,Y59,NHS England South West,C_170,Cardiothoracic Surgery,Surgical,Part_2,843,76.0380,4
2019-01-01,Y59,NHS England South West,C_300,General Medicine,Medical,Part_2,3430,95.1603,7
2019-01-01,Y59,NHS England South West,C_301,Gastroenterology,Medical,Part_2,16829,88.1039,13
2019-01-01,Y59,NHS England South West,C_320,Cardiology,Medical,Part_2,19258,84.4999,95
2019-01-01,Y59,NHS England South West,C_330,Dermatology,Medical,Part_2,15507,88.3536,1
2019-01-01,Y59,NHS England South West,C_340,Thoracic Medicine,Medical,Part_2,6869,85.1070,9
2019-01-01,Y59,NHS England South West,C_400,Neurology,Medical,Part_2,10757,82.5695,24
2019-01-01,Y59,NHS England South West,C_410,Rheumatology,Medical,Part_2,7005,95.0464,1
2019-01-01,Y59,NHS England South West,C_430,Geriatric Medicine,Medical,Part_2,2057,97.1317,0
2019-01-01,Y59,NHS England South West,C_502,Gynaecology,Medical,Part_2,20408,87.4020,6
2019-01-01,Y59,NHS England South West,X01,Other,Other,Part_2,63192,87.9019,126
2019-01-01,Y60,NHS England North East and Yorkshire,C_100,General Surgery,Surgical,Part_2,48789,86.2694,42
2019-01-01,Y60,NHS England North East and Yorkshire,C_101,Urology,Surgical,Part_2,35095,88.8161,0
2019-01-01,Y60,NHS England North East and Yorkshire,C_110,Trauma & Orthopaedics,Surgical,Part_2,79903,85.4223,119
2019-01-01,Y60,NHS England North East and Yorkshire,C_120,Ear Nose & Throat,Surgical,Part_2,48388,85.5274,56
2019-01-01,Y60,NHS England North East and Yorkshire,C_130,Ophthalmology,Surgical,Part_2,63733,86.6223,8
2019-01-01,Y60,NHS England North East and Yorkshire,C_140,Oral Surgery,Surgical,Part_2,25339,85.8163,17
2019-01-01,Y60,NHS England North East and Yorkshire,C_150,Neurosurgery,Surgical,Part_2,4853,91.5310,0
2019-01-01,Y60,NHS England North East and Yorkshire,C_160,Plastic Surgery,Surgical,Part_2,12724,82.1676,3
2019-01-01,Y60,NHS England North East and Yorkshire,C_170,Cardiothoracic Surgery,Surgical,Part_2,1341,83.1469,0
2019-01-01,Y60,NHS England North East and Yorkshire,C_300,General Medicine,Medical,Part_2,7229,89.6113,0
2019-01-01,Y60,NHS England North East and Yorkshire,C_301,Gastroenterology,Medical,Part_2,27250,91.2330,5
2019-01-01,Y60,NHS England North East and Yorkshire,C_320,Cardiology,Medical,Part_2,30545,91.1508,0
2019-01-01,Y60,NHS England North East and Yorkshire,C_330,Dermatology,Medical,Part_2,28188,91.3261,0
2019-01-01,Y60,NHS England North East and Yorkshire,C_340,Thoracic Medicine,Medical,Part_2,14322,89.3939,0
2019-01-01,Y60,NHS England North East and Yorkshire,C_400,Neurology,Medical,Part_2,17593,90.1836,0
2019-01-01,Y60,NHS England North East and Yorkshire,C_410,Rheumatology,Medical,Part_2,16154,88.1082,0
2019-01-01,Y60,NHS England North East and Yorkshire,C_430,Geriatric Medicine,Medical,Part_2,3920,96.4031,0
2019-01-01,Y60,NHS England North East and Yorkshire,C_502,Gynaecology,Medical,Part_2,37055,91.0646,1
2019-01-01,Y60,NHS England North East and Yorkshire,X01,Other,Other,Part_2,142188,91.0583,37
2019-01-01,Y61,NHS England Midlands,C_100,General Surgery,Surgical,Part_2,58161,85.5453,30
2019-01-01,Y61,NHS England Midlands,C_101,Urology,Surgical,Part_2,48996,84.5457,27
2019-01-01,Y61,NHS England Midlands,C_110,Trauma & Orthopaedics,Surgical,Part_2,100494,84.8160,84
2019-01-01,Y61,NHS England Midlands,C_120,Ear Nose & Throat,Surgical,Part_2,60692,85.0079,14
2019-01-01,Y61,NHS England Midlands,C_130,Ophthalmology,Surgical,Part_2,97371,87.3186,13
2019-01-01,Y61,NHS England Midlands,C_140,Oral Surgery,Surgical,Part_2,29991,83.1649,2
2019-01-01,Y61,NHS England Midlands,C_150,Neurosurgery,Surgical,Part_2,4968,77.9992,0
2019-01-01,Y61,NHS England Midlands,C_160,Plastic Surgery,Surgical,Part_2,8625,87.3159,1
2019-01-01,Y61,NHS England Midlands,C_170,Cardiothoracic Surgery,Surgical,Part_2,1385,89.0975,0
2019-01-01,Y61,NHS England Midlands,C_300,General Medicine,Medical,Part_2,9267,95.5541,0
2019-01-01,Y61,NHS England Midlands,C_301,Gastroenterology,Medical,Part_2,47243,91.3172,2
2019-01-01,Y61,NHS England Midlands,C_320,Cardiology,Medical,Part_2,42823,89.4286,2
2019-01-01,Y61,NHS England Midlands,C_330,Dermatology,Medical,Part_2,40904,90.6806,1
2019-01-01,Y61,NHS England Midlands,C_340,Thoracic Medicine,Medical,Part_2,22581,87.4718,2
2019-01-01,Y61,NHS England Midlands,C_400,Neurology,Medical,Part_2,27186,85.4153,0
2019-01-01,Y61,NHS England Midlands,C_410,Rheumatology,Medical,Part_2,18596,92.2349,0
2019-01-01,Y61,NHS England Midlands,C_430,Geriatric Medicine,Medical,Part_2,4910,95.1324,0
2019-01-01,Y61,NHS England Midlands,C_502,Gynaecology,Medical,Part_2,53294,90.4248,1
2019-01-01,Y61,NHS England Midlands,X01,Other,Other,Part_2,173868,90.0516,20
2019-01-01,Y62,NHS England East of England,C_100,General Surgery,Surgical,Part_2,25386,84.5899,8
2019-01-01,Y62,NHS England East of England,C_101,Urology,Surgical,Part_2,19359,79.3998,12
2019-01-01,Y62,NHS England East of England,C_110,Trauma & Orthopaedics,Surgical,Part_2,36665,79.1845,3
2019-01-01,Y62,NHS England East of England,C_120,Ear Nose & Throat,Surgical,Part_2,24221,85.4424,2
2019-01-01,Y62,NHS England East of England,C_130,Ophthalmology,Surgical,Part_2,31453,84.8599,0
2019-01-01,Y62,NHS England East of England,C_140,Oral Surgery,Surgical,Part_2,10137,87.1066,0
2019-01-01,Y62,NHS England East of England,C_150,Neurosurgery,Surgical,Part_2,1081,90.4718,0
2019-01-01,Y62,NHS England East of England,C_160,Plastic Surgery,Surgical,Part_2,3807,79.6953,3
2019-01-01,Y62,NHS England East of England,C_170,Cardiothoracic Surgery,Surgical,Part_2,779,77.1502,0
2019-01-01,Y62,NHS England East of England,C_300,General Medicine,Medical,Part_2,3488,90.0516,0
2019-01-01,Y62,NHS England East of England,C_301,Gastroenterology,Medical,Part_2,14136,87.0473,0
2019-01-01,Y62,NHS England East of England,C_320,Cardiology,Medical,Part_2,16063,89.8338,0
2019-01-01,Y62,NHS England East of England,C_330,Dermatology,Medical,Part_2,19217,85.6637,0
2019-01-01,Y62,NHS England East of England,C_340,Thoracic Medicine,Medical,Part_2,7237,89.3050,0
2019-01-01,Y62,NHS England East of England,C_400,Neurology,Medical,Part_2,8550,83.9532,0
2019-01-01,Y62,NHS England East of England,C_410,Rheumatology,Medical,Part_2,7124,89.5003,0
2019-01-01,Y62,NHS England East of England,C_430,Geriatric Medicine,Medical,Part_2,985,92.7919,0
2019-01-01,Y62,NHS England East of England,C_502,Gynaecology,Medical,Part_2,19300,85.6373,0
2019-01-01,Y62,NHS England East of England,X01,Other,Other,Part_2,44853,90.1233,20
2019-01-01,Y63,NHS England North West,C_100,General Surgery,Surgical,Part_2,51218,84.5660,38
2019-01-01,Y63,NHS England North West,C_101,Urology,Surgical,Part_2,34059,86.1622,0
2019-01-01,Y63,NHS England North West,C_110,Trauma & Orthopaedics,Surgical,Part_2,69156,85.9940,11
2019-01-01,Y63,NHS England North West,C_120,Ear Nose & Throat,Surgical,Part_2,37835,88.5291,0
2019-01-01,Y63,NHS England North West,C_130,Ophthalmology,Surgical,Part_2,53765,85.6133,8
2019-01-01,Y63,NHS England North West,C_140,Oral Surgery,Surgical,Part_2,25043,81.4000,20
2019-01-01,Y63,NHS England North West,C_150,Neurosurgery,Surgical,Part_2,8408,84.2531,2
2019-01-01,Y63,NHS England North West,C_160,Plastic Surgery,Surgical,Part_2,8785,79.1007,15
2019-01-01,Y63,NHS England North West,C_170,Cardiothoracic Surgery,Surgical,Part_2,1624,79.6798,2
2019-01-01,Y63,NHS England North West,C_300,General Medicine,Medical,Part_2,9978,88.1640,0
2019-01-01,Y63,NHS England North West,C_301,Gastroenterology,Medical,Part_2,32905,89.6399,4
2019-01-01,Y63,NHS England North West,C_320,Cardiology,Medical,Part_2,26302,89.8867,7
2019-01-01,Y63,NHS England North West,C_330,Dermatology,Medical,Part_2,26855,89.0039,0
2019-01-01,Y63,NHS England North West,C_340,Thoracic Medicine,Medical,Part_2,11662,92.4970,0
2019-01-01,Y63,NHS England North West,C_400,Neurology,Medical,Part_2,18762,89.1163,0
2019-01-01,Y63,NHS England North West,C_410,Rheumatology,Medical,Part_2,9600,93.1563,1
2019-01-01,Y63,NHS England North West,C_430,Geriatric Medicine,Medical,Part_2,2441,96.2311,0
2019-01-01,Y63,NHS England North West,C_502,Gynaecology,Medical,Part_2,38959,88.2697,7
2019-01-01,Y63,NHS England North West,X01,Other,Other,Part_2,116943,89.7437,7
2019-02-01,Q71,NHS England London,C_100,General Surgery,Surgical,Part_2,49699,80.5570,207
2019-02-01,Q71,NHS England London,C_101,Urology,Surgical,Part_2,37964,88.5866,4
2019-02-01,Q71,NHS England London,C_110,Trauma & Orthopaedics,Surgical,Part_2,64673,82.4517,157
2019-02-01,Q71,NHS England London,C_120,Ear Nose & Throat,Surgical,Part_2,49422,82.3823,51
2019-02-01,Q71,NHS England London,C_130,Ophthalmology,Surgical,Part_2,65768,89.3428,100
2019-02-01,Q71,NHS England London,C_140,Oral Surgery,Surgical,Part_2,36316,84.1007,11
2019-02-01,Q71,NHS England London,C_150,Neurosurgery,Surgical,Part_2,9251,84.0882,2
2019-02-01,Q71,NHS England London,C_160,Plastic Surgery,Surgical,Part_2,6671,79.4334,10
2019-02-01,Q71,NHS England London,C_170,Cardiothoracic Surgery,Surgical,Part_2,2058,88.9213,0
2019-02-01,Q71,NHS England London,C_300,General Medicine,Medical,Part_2,4912,92.0603,0
2019-02-01,Q71,NHS England London,C_301,Gastroenterology,Medical,Part_2,38652,86.6035,2
2019-02-01,Q71,NHS England London,C_320,Cardiology,Medical,Part_2,39024,90.3905,2
2019-02-01,Q71,NHS England London,C_330,Dermatology,Medical,Part_2,33110,88.9671,2
2019-02-01,Q71,NHS England London,C_340,Thoracic Medicine,Medical,Part_2,20417,93.8140,1
2019-02-01,Q71,NHS England London,C_400,Neurology,Medical,Part_2,25646,86.8868,0
2019-02-01,Q71,NHS England London,C_410,Rheumatology,Medical,Part_2,15288,90.5678,1
2019-02-01,Q71,NHS England London,C_430,Geriatric Medicine,Medical,Part_2,3204,95.0999,0
2019-02-01,Q71,NHS England London,C_502,Gynaecology,Medical,Part_2,50319,86.5359,6
2019-02-01,Q71,NHS England London,X01,Other,Other,Part_2,214410,88.9292,64
2019-02-01,Y58,NHS England South East,C_100,General Surgery,Surgical,Part_2,58300,85.8919,23
2019-02-01,Y58,NHS England South East,C_101,Urology,Surgical,Part_2,37058,84.8993,26
2019-02-01,Y58,NHS England South East,C_110,Trauma & Orthopaedics,Surgical,Part_2,91881,82.9290,16
2019-02-01,Y58,NHS England South East,C_120,Ear Nose & Throat,Surgical,Part_2,47408,82.0073,8
2019-02-01,Y58,NHS England South East,C_130,Ophthalmology,Surgical,Part_2,72325,84.5309,5
2019-02-01,Y58,NHS England South East,C_140,Oral Surgery,Surgical,Part_2,24741,82.3289,32
2019-02-01,Y58,NHS England South East,C_150,Neurosurgery,Surgical,Part_2,2595,69.7495,0
2019-02-01,Y58,NHS England South East,C_160,Plastic Surgery,Surgical,Part_2,7759,81.5569,38
2019-02-01,Y58,NHS England South East,C_170,Cardiothoracic Surgery,Surgical,Part_2,772,90.4145,0
2019-02-01,Y58,NHS England South East,C_300,General Medicine,Medical,Part_2,4676,93.5629,1
2019-02-01,Y58,NHS England South East,C_301,Gastroenterology,Medical,Part_2,41012,84.7337,7
2019-02-01,Y58,NHS England South East,C_320,Cardiology,Medical,Part_2,28021,92.2451,2
2019-02-01,Y58,NHS England South East,C_330,Dermatology,Medical,Part_2,34272,89.2040,19
2019-02-01,Y58,NHS England South East,C_340,Thoracic Medicine,Medical,Part_2,12822,92.4427,2
2019-02-01,Y58,NHS England South East,C_400,Neurology,Medical,Part_2,19410,82.7924,0
2019-02-01,Y58,NHS England South East,C_410,Rheumatology,Medical,Part_2,13232,87.1977,1
2019-02-01,Y58,NHS England South East,C_430,Geriatric Medicine,Medical,Part_2,2350,95.1915,0
2019-02-01,Y58,NHS England South East,C_502,Gynaecology,Medical,Part_2,40405,85.3855,41
2019-02-01,Y58,NHS England South East,X01,Other,Other,Part_2,103309,88.2179,9
2019-02-01,Y59,NHS England South West,C_100,General Surgery,Surgical,Part_2,26531,83.8792,54
2019-02-01,Y59,NHS England South West,C_101,Urology,Surgical,Part_2,20969,84.4914,32
2019-02-01,Y59,NHS England South West,C_110,Trauma & Orthopaedics,Surgical,Part_2,49901,79.0104,183
2019-02-01,Y59,NHS England South West,C_120,Ear Nose & Throat,Surgical,Part_2,23043,86.2691,10
2019-02-01,Y59,NHS England South West,C_130,Ophthalmology,Surgical,Part_2,40617,83.0367,16
2019-02-01,Y59,NHS England South West,C_140,Oral Surgery,Surgical,Part_2,17040,83.9613,0
2019-02-01,Y59,NHS England South West,C_150,Neurosurgery,Surgical,Part_2,2263,67.2117,13
2019-02-01,Y59,NHS England South West,C_160,Plastic Surgery,Surgical,Part_2,4989,84.1050,15
2019-02-01,Y59,NHS England South West,C_170,Cardiothoracic Surgery,Surgical,Part_2,850,70.9412,3
2019-02-01,Y59,NHS England South West,C_300,General Medicine,Medical,Part_2,3573,95.6619,3
2019-02-01,Y59,NHS England South West,C_301,Gastroenterology,Medical,Part_2,17332,87.9183,9
2019-02-01,Y59,NHS England South West,C_320,Cardiology,Medical,Part_2,19293,83.5795,82
2019-02-01,Y59,NHS England South West,C_330,Dermatology,Medical,Part_2,15470,88.7007,1
2019-02-01,Y59,NHS England South West,C_340,Thoracic Medicine,Medical,Part_2,7099,85.7586,5
2019-02-01,Y59,NHS England South West,C_400,Neurology,Medical,Part_2,11012,82.3375,21
2019-02-01,Y59,NHS England South West,C_410,Rheumatology,Medical,Part_2,7111,94.1780,1
2019-02-01,Y59,NHS England South West,C_430,Geriatric Medicine,Medical,Part_2,1936,95.6612,0
2019-02-01,Y59,NHS England South West,C_502,Gynaecology,Medical,Part_2,21159,86.9086,1
2019-02-01,Y59,NHS England South West,X01,Other,Other,Part_2,64907,87.6207,133
2019-02-01,Y60,NHS England North East and Yorkshire,C_100,General Surgery,Surgical,Part_2,49256,85.9530,49
2019-02-01,Y60,NHS England North East and Yorkshire,C_101,Urology,Surgical,Part_2,34832,88.6426,0
2019-02-01,Y60,NHS England North East and Yorkshire,C_110,Trauma & Orthopaedics,Surgical,Part_2,80553,84.9975,106
2019-02-01,Y60,NHS England North East and Yorkshire,C_120,Ear Nose & Throat,Surgical,Part_2,49082,85.0841,54
2019-02-01,Y60,NHS England North East and Yorkshire,C_130,Ophthalmology,Surgical,Part_2,64105,86.3880,4
2019-02-01,Y60,NHS England North East and Yorkshire,C_140,Oral Surgery,Surgical,Part_2,25490,86.2770,22
2019-02-01,Y60,NHS England North East and Yorkshire,C_150,Neurosurgery,Surgical,Part_2,4838,90.2852,0
2019-02-01,Y60,NHS England North East and Yorkshire,C_160,Plastic Surgery,Surgical,Part_2,12731,81.9182,4
2019-02-01,Y60,NHS England North East and Yorkshire,C_170,Cardiothoracic Surgery,Surgical,Part_2,1322,84.9470,0
2019-02-01,Y60,NHS England North East and Yorkshire,C_300,General Medicine,Medical,Part_2,7191,90.0987,0
2019-02-01,Y60,NHS England North East and Yorkshire,C_301,Gastroenterology,Medical,Part_2,28446,91.3028,7
2019-02-01,Y60,NHS England North East and Yorkshire,C_320,Cardiology,Medical,Part_2,30968,90.6420,0
2019-02-01,Y60,NHS England North East and Yorkshire,C_330,Dermatology,Medical,Part_2,28486,90.2549,0
2019-02-01,Y60,NHS England North East and Yorkshire,C_340,Thoracic Medicine,Medical,Part_2,14714,90.3833,0
2019-02-01,Y60,NHS England North East and Yorkshire,C_400,Neurology,Medical,Part_2,17390,90.3795,0
2019-02-01,Y60,NHS England North East and Yorkshire,C_410,Rheumatology,Medical,Part_2,16298,87.1334,0
2019-02-01,Y60,NHS England North East and Yorkshire,C_430,Geriatric Medicine,Medical,Part_2,4089,96.1849,0
2019-02-01,Y60,NHS England North East and Yorkshire,C_502,Gynaecology,Medical,Part_2,38150,90.8493,2
2019-02-01,Y60,NHS England North East and Yorkshire,X01,Other,Other,Part_2,143313,91.0845,25
2019-02-01,Y61,NHS England Midlands,C_100,General Surgery,Surgical,Part_2,57791,85.4874,19
2019-02-01,Y61,NHS England Midlands,C_101,Urology,Surgical,Part_2,49354,84.5524,27
2019-02-01,Y61,NHS England Midlands,C_110,Trauma & Orthopaedics,Surgical,Part_2,100265,84.6946,50
2019-02-01,Y61,NHS England Midlands,C_120,Ear Nose & Throat,Surgical,Part_2,61115,85.0969,10
2019-02-01,Y61,NHS England Midlands,C_130,Ophthalmology,Surgical,Part_2,97284,87.2065,12
2019-02-01,Y61,NHS England Midlands,C_140,Oral Surgery,Surgical,Part_2,30494,83.1639,1
2019-02-01,Y61,NHS England Midlands,C_150,Neurosurgery,Surgical,Part_2,5192,76.6949,1
2019-02-01,Y61,NHS England Midlands,C_160,Plastic Surgery,Surgical,Part_2,8753,87.6614,0
2019-02-01,Y61,NHS England Midlands,C_170,Cardiothoracic Surgery,Surgical,Part_2,1350,88.0000,0
2019-02-01,Y61,NHS England Midlands,C_300,General Medicine,Medical,Part_2,9345,95.6340,0
2019-02-01,Y61,NHS England Midlands,C_301,Gastroenterology,Medical,Part_2,47511,91.3073,5
2019-02-01,Y61,NHS England Midlands,C_320,Cardiology,Medical,Part_2,41948,89.5180,0
2019-02-01,Y61,NHS England Midlands,C_330,Dermatology,Medical,Part_2,40427,91.0110,0
2019-02-01,Y61,NHS England Midlands,C_340,Thoracic Medicine,Medical,Part_2,22962,88.1935,0
2019-02-01,Y61,NHS England Midlands,C_400,Neurology,Medical,Part_2,27419,84.3977,1
2019-02-01,Y61,NHS England Midlands,C_410,Rheumatology,Medical,Part_2,18862,92.4398,0
2019-02-01,Y61,NHS England Midlands,C_430,Geriatric Medicine,Medical,Part_2,4817,95.4744,0
2019-02-01,Y61,NHS England Midlands,C_502,Gynaecology,Medical,Part_2,54390,90.2942,3
2019-02-01,Y61,NHS England Midlands,X01,Other,Other,Part_2,175506,90.1217,21
2019-02-01,Y62,NHS England East of England,C_100,General Surgery,Surgical,Part_2,25760,84.4565,13
2019-02-01,Y62,NHS England East of England,C_101,Urology,Surgical,Part_2,19453,78.1011,6
2019-02-01,Y62,NHS England East of England,C_110,Trauma & Orthopaedics,Surgical,Part_2,36801,78.4000,5
2019-02-01,Y62,NHS England East of England,C_120,Ear Nose & Throat,Surgical,Part_2,24623,85.4892,2
2019-02-01,Y62,NHS England East of England,C_130,Ophthalmology,Surgical,Part_2,31181,84.4970,1
2019-02-01,Y62,NHS England East of England,C_140,Oral Surgery,Surgical,Part_2,10366,85.8866,1
2019-02-01,Y62,NHS England East of England,C_150,Neurosurgery,Surgical,Part_2,1044,89.4636,0
2019-02-01,Y62,NHS England East of England,C_160,Plastic Surgery,Surgical,Part_2,3826,79.2734,4
2019-02-01,Y62,NHS England East of England,C_170,Cardiothoracic Surgery,Surgical,Part_2,816,75.8578,0
2019-02-01,Y62,NHS England East of England,C_300,General Medicine,Medical,Part_2,3079,87.8207,0
2019-02-01,Y62,NHS England East of England,C_301,Gastroenterology,Medical,Part_2,13708,89.4004,0
2019-02-01,Y62,NHS England East of England,C_320,Cardiology,Medical,Part_2,16308,89.8516,0
2019-02-01,Y62,NHS England East of England,C_330,Dermatology,Medical,Part_2,18817,85.9010,0
2019-02-01,Y62,NHS England East of England,C_340,Thoracic Medicine,Medical,Part_2,7672,89.7028,0
2019-02-01,Y62,NHS England East of England,C_400,Neurology,Medical,Part_2,8316,84.6922,0
2019-02-01,Y62,NHS England East of England,C_410,Rheumatology,Medical,Part_2,7125,90.2737,0
2019-02-01,Y62,NHS England East of England,C_430,Geriatric Medicine,Medical,Part_2,1114,95.4219,0
2019-02-01,Y62,NHS England East of England,C_502,Gynaecology,Medical,Part_2,19662,85.1795,1
2019-02-01,Y62,NHS England East of England,X01,Other,Other,Part_2,46006,90.5425,8
2019-02-01,Y63,NHS England North West,C_100,General Surgery,Surgical,Part_2,51544,84.8169,24
2019-02-01,Y63,NHS England North West,C_101,Urology,Surgical,Part_2,34165,85.7310,0
2019-02-01,Y63,NHS England North West,C_110,Trauma & Orthopaedics,Surgical,Part_2,73017,86.4511,16
2019-02-01,Y63,NHS England North West,C_120,Ear Nose & Throat,Surgical,Part_2,39294,89.1892,14
2019-02-01,Y63,NHS England North West,C_130,Ophthalmology,Surgical,Part_2,53866,85.1483,5
2019-02-01,Y63,NHS England North West,C_140,Oral Surgery,Surgical,Part_2,25380,81.2136,11
2019-02-01,Y63,NHS England North West,C_150,Neurosurgery,Surgical,Part_2,8488,85.0495,8
2019-02-01,Y63,NHS England North West,C_160,Plastic Surgery,Surgical,Part_2,8375,79.0806,15
2019-02-01,Y63,NHS England North West,C_170,Cardiothoracic Surgery,Surgical,Part_2,1677,79.7257,2
2019-02-01,Y63,NHS England North West,C_300,General Medicine,Medical,Part_2,9861,87.9323,0
2019-02-01,Y63,NHS England North West,C_301,Gastroenterology,Medical,Part_2,33641,90.5770,1
2019-02-01,Y63,NHS England North West,C_320,Cardiology,Medical,Part_2,26459,90.2302,1
2019-02-01,Y63,NHS England North West,C_330,Dermatology,Medical,Part_2,26485,88.9560,0
2019-02-01,Y63,NHS England North West,C_340,Thoracic Medicine,Medical,Part_2,11935,92.5513,0
2019-02-01,Y63,NHS England North West,C_400,Neurology,Medical,Part_2,18900,88.5238,0
2019-02-01,Y63,NHS England North West,C_410,Rheumatology,Medical,Part_2,9742,92.8454,1
2019-02-01,Y63,NHS England North West,C_430,Geriatric Medicine,Medical,Part_2,2449,96.6517,0
2019-02-01,Y63,NHS England North West,C_502,Gynaecology,Medical,Part_2,40262,88.2420,10
2019-02-01,Y63,NHS England North West,X01,Other,Other,Part_2,119160,89.8783,7
2019-03-01,Q71,NHS England London,C_100,General Surgery,Surgical,Part_2,45805,81.1855,81
2019-03-01,Q71,NHS England London,C_101,Urology,Surgical,Part_2,38532,87.5714,1
2019-03-01,Q71,NHS England London,C_110,Trauma & Orthopaedics,Surgical,Part_2,65499,82.3921,120
2019-03-01,Q71,NHS England London,C_120,Ear Nose & Throat,Surgical,Part_2,50333,82.9297,24
2019-03-01,Q71,NHS England London,C_130,Ophthalmology,Surgical,Part_2,66468,89.0850,19
2019-03-01,Q71,NHS England London,C_140,Oral Surgery,Surgical,Part_2,33524,82.0636,1
2019-03-01,Q71,NHS England London,C_150,Neurosurgery,Surgical,Part_2,9379,84.3267,2
2019-03-01,Q71,NHS England London,C_160,Plastic Surgery,Surgical,Part_2,6471,80.1267,3
2019-03-01,Q71,NHS England London,C_170,Cardiothoracic Surgery,Surgical,Part_2,2122,87.7474,0
2019-03-01,Q71,NHS England London,C_300,General Medicine,Medical,Part_2,4868,90.0575,0
